Committee,Name,Link,Published On,Meeting Date,Type
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171115-special/20171115-agenda.ashx,11.10.2017,11.15.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171115-special/20171115-agenda-doc.ashx,11.10.2017,11.15.2017,DOC
Market Implementation Committee,Draft Minutes - MIC - 11.15.2017  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171115-special/20171115-draft-minutes-mic-20171115.ashx,11.28.2017,11.15.2017,PDF
Market Implementation Committee,Item 3 - VOM Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171115-special/20171115-item-03-vom-matrix.ashx,11.10.2017,11.15.2017,XLS
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-agenda.ashx,11.6.2017,11.8.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-agenda-doc.ashx,11.6.2017,11.8.2017,DOC
Market Implementation Committee,Minutes  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-minutes.ashx,12.13.2017,11.8.2017,PDF
Market Implementation Committee,Item 2 - Draft Minutes - MIC - 10.11.2017  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-02-draft-minutes-mic-20171011.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 3 - MIC Issues  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-03-mic-issues.ashx,11.7.2017,11.8.2017,PDF
Market Implementation Committee,Item 4 - Managing Unused Accounts  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-04-managing-unused-accounts.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 5A - FTR Credit Requirements for Transmission Upgrades  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-05a-ftr-credit-requirements-for-transmission-upgrades.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 5B - Attachment Q Markup for FTR Transmission Upgrades  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-05b-attachment-q-markup-for-ftr-transmission-upgrades.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 6A - PRD Proposal Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-06a-prd-proposal-summary.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 6B - Matrix PRD Review for CP Requirements Solutions Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-06b-matrix-prd-review-for-cp-requirements-solutions-matrix.ashx,11.1.2017,11.8.2017,XLS
Market Implementation Committee,Item 6C - Examples PRD Proposed Changes - Examples 9.29.2017  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-06c-examples-prd-proposed-changes-examples-20170929.ashx,11.1.2017,11.8.2017,XLS
Market Implementation Committee,Item 7A1 - Manual 11 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07a1-m11-redline.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7A2 - Executive Summary Manual 11 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07a2-executive-summary-m-11-ferc-order-825.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7B1 - Manual 18 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07b1-m18-redline.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7B2 - Executive Summary Manual 18 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07b2-executive-summary-m-18-ferc-order-825.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7C1 - Manual 27 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07c1-m27-redline.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7C2 - Executive Summary Manual 27 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07c2-executive-summary-m27-ferc-order-825.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7D1 - Manual 28 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07d1-m28-redline.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7D2 - Executive Summary Manual 28 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07d2-executive-summary-m28-ferc-order-825.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7E1 - Manual 29 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07e1-m29-redline.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7E2 - Executive Summary Manual 29 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07e2-executive-summary-m29-ferc-order-825.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 7 - FERC Order 825 - 5 Minute Settlements Manual Update  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-07-ferc-order-825-5-minute-settlements-manual-update.ashx,11.1.2017,11.8.2017,PDF
Market Implementation Committee,Item 8A - Distributed Energy Resources Subcommittee Draft Charter  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-08a-distributed-energy-resources-subcommittee-draft-charter.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Item 8B - Distributed Energy Resources Subcommittee Draft Charter Proposed Amendment  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-08b-distributed-energy-resources-subcommittee-draft-charter-proposed-amendment.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Item 9A - FTR Modeling Enhancement for Future Transmission Expansions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-09a-ftr-modeling-enhancements-for-future-transmission-expansions.ashx,11.6.2017,11.8.2017,PDF
Market Implementation Committee,Item 9B - Monthly FTR Auction Performance Solution  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-09b-monthly-ftr-auction-performance-solution.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Item 9C - Day Ahead Surplus Congestion & FTR Auction Revenue  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-09c-day-ahead-surplus-congestion-and-ftr-auction-revenue.ashx,11.6.2017,11.8.2017,PDF
Market Implementation Committee,Item 10A - Seasonal DR Registration Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-10a-seasonal-dr-registration-problem-statement.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Item 10B - Seasonal DR Registration Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-10b-seasonal-dr-registration-issue-charge.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Item 10C - PJM CP Aggregations  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-10c-pjm-cp-aggregations.ashx,11.8.2017,11.8.2017,PDF
Market Implementation Committee,Item 11 - Market Path Interface Pricing Point Alignment Options Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-11-market-path-interface-pricing-point-alignment-options-matrix.ashx,11.7.2017,11.8.2017,XLS
Market Implementation Committee,Item 12 - Transmission Penalty Factors Options Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-12-transmisison-penalty-factors-options-matrix.ashx,11.2.2017,11.8.2017,XLS
Market Implementation Committee,Item 13 - MIC Interregional Coordination Update  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-13-mic-interregional-coordination-update.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Item 14 - Gas Electric Contingencies  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-14-gas-electric-contingencies.ashx,11.6.2017,11.8.2017,PDF
Market Implementation Committee,Item 15 - Market Operations Price Transparency - Update  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-15-market-operations-price-transparency-update.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Item 16 - Net Energy Injections Quarterly Review  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171108/20171108-item-16-net-energy-injections-quarterly-review.ashx,11.2.2017,11.8.2017,PDF
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-agenda.ashx,11.1.2017,11.6.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-agenda-doc.ashx,11.1.2017,11.6.2017,DOC
Market Implementation Committee,Item 2 - Draft Minutes - MIC - 10.18.2017  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-item-02-draft-minutes-mic-20171018.ashx,11.1.2017,11.6.2017,PDF
Market Implementation Committee,Item 4 – Icetec DER Interconnection Proposal  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-item-04-icetec-der-interconnection-proposal.ashx,11.3.2017,11.6.2017,PDF
Market Implementation Committee,Item 5 – Unidirectional Metering Example  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-item-05-unidirectional-metering-example.ashx,11.1.2017,11.6.2017,PDF
Market Implementation Committee,Jurisdictional Over Interconnection of Generation onto Distribution Facilities  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-jurisdictional-over-interconnection-of-generation-onto-distribution-facilities.ashx,11.6.2017,11.6.2017,PDF
Market Implementation Committee,DER Solutions Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-mic-der-solutions-matrix.ashx,11.2.2017,11.6.2017,XLS
Market Implementation Committee,DER Solutions Matrix - Post-Meeting  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171106-special/20171106-mic-der-solutions-matrix-post-meeting.ashx,11.8.2017,11.6.2017,XLS
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171024-special/20171024-agenda.ashx,10.20.2017,10.24.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171024-special/20171024-agenda-doc.ashx,10.20.2017,10.24.2017,DOC
Market Implementation Committee,Item 2 - Uplift Transparency  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171024-special/20171024-item-02-uplift-transparency.ashx,10.23.2017,10.24.2017,PDF
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171020-special-ftrmps/20171020-agenda.ashx,10.17.2017,10.20.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171020-special-ftrmps/20171020-agenda-doc.ashx,10.17.2017,10.20.2017,DOC
Market Implementation Committee,Minutes  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171020-special-ftrmps/20171020-minutes.ashx,11.16.2017,10.20.2017,PDF
Market Implementation Committee,Item 2A - FTR Modeling Enhancements for Future Transmission Expansions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171020-special-ftrmps/20171020-item-02a-ftr-modeling-enhancements-for-future-transmission-expansions.ashx,10.17.2017,10.20.2017,PDF
Market Implementation Committee,Item 4A - Excess FTR Revenue  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171020-special-ftrmps/20171020-item-04a-excess-ftr-revenue.ashx,10.17.2017,10.20.2017,PDF
Market Implementation Committee,FTRMPS Options Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171020-special-ftrmps/20171020-ftrmps-options-matrix.ashx,10.17.2017,10.20.2017,XLS
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171018-special/20171018-agenda.ashx,10.16.2017,10.18.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171018-special/20171018-agenda-doc.ashx,10.16.2017,10.18.2017,DOC
Market Implementation Committee,Item 2 – Draft Minutes – 10.2.2017  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171018-special/20171018-item-02-draft-minutes-20171002.ashx,10.13.2017,10.18.2017,PDF
Market Implementation Committee,Item 3 – Solutions Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171018-special/20171018-item-03-mic-der-solutions-matrix.ashx,10.13.2017,10.18.2017,XLS
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-agenda-doc.ashx,11.8.2017,10.11.2017,DOC
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-agenda.ashx,10.11.2017,10.11.2017,PDF
Market Implementation Committee,Minutes  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-minutes.ashx,11.8.2017,10.11.2017,PDF
Market Implementation Committee,Info Only - Draft Manual 3 V52 Non-CEII Version  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-info-only-draft-m03-v52-non-ceii-version.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Info Only - Executive Summary Manual 3 Changes V52  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-info-only-executive-summary-manual-03-changes-v52.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Info Only - Manual 3 V52 Updates  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-info-only-manual-3-v52-updates.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 2 - Draft Minutes - MIC - 9.12.2017  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-02-draft-minutes-mic-20170912.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 4A1 - IDO Offer Capping Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-04a1-ido-offer-capping-revisions.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 4A2 - Manual 11 Revisions for Offer Capping  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-04a2-m11-revisions-for-offer-capping.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 4A3 - OA Changes for Offer Capping  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-04a3-oa-changes-for-offer-capping.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 4A4 - IDO Offer Capping Executive Summary Manual Changes  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-04a4-ido-offer-capping-executive-summary-manual-changes.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 5A1 - Energy Offer Verification - Manual 11 Revisions  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-05a1-energy-offer-verification-manual-11-revisions.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 5A2 - Manual 11 V92 - Order 831 - Energy Offer Verification  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-05a2-m11-v92-order-831-energy-offer-verification.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 5B1 - IMM Manual 11 Offer Cap Verification  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-05b1-imm-m11-offer-cap-verification.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 6 - Regulation-only Resource Credit Requirement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-06-regulation-only-resource-credit-requirement.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 7A - Redline WPL Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-07a-redline-wpl-problem-statement.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 7B - Redline WPL Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-07b-redline-wpl-issue-charge.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 7C - WPL Problem Statement Original  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-07c-wpl-problem-statement-original.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 7D - WPL Issue Charge Original  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-07d-wpl-issue-charge-original.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 8A - Long Term FTR - Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-08a-long-term-ftr-problem-statement.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 8B - Long Term FTR - Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-08b-long-term-ftr-issue-charge.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 9A - FTR Credit Requirements for Transmission Upgrades  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-09a-ftr-credit-requirements-for-transmission-upgrades.ashx,10.11.2017,10.11.2017,PDF
Market Implementation Committee,Item 9B - FTR Minimum Collateral - MIC Recommendation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-09b-ftr-minimum-collateral-mic-recommendation.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 10A1 - PRD Proposal Summary  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-10a1-prd-proposal-summary.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 10A2 - PRD PJM Proposal  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-10a2-prd-pjm-proposal.ashx,10.6.2017,10.11.2017,PDF
Market Implementation Committee,Item 10B - PRD Matrix for CP Requirements Solutions  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-10b-prd-matrix-for-cp-requirements-solutions.ashx,10.4.2017,10.11.2017,XLS
Market Implementation Committee,Item 10C - Examples DRS - PRD Proposed Changes Examples  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-10c-examples-drs-prd-proposed-changes-examples.ashx,10.4.2017,10.11.2017,XLS
Market Implementation Committee,Item 10D - Price Responsive Demand - DRS Poll Results  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-10d-price-responsive-demand-drs-poll-results.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 11A1 - Manual 11 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11a1-m11-redline.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 11A2 - Executive Summary M-11 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11a2-executive-summary-m11-ferc-order-825.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11B1 - M-18 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11b1-m18-redline.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11B2 - Executive Summary M-18 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11b2-executive-summary-m18-ferc-order-825.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11C1 - M27 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11c1-m27-redline.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11C2 - Executive Summary M-27 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11c2-executive-summary-m27-ferc-order-825.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11D1 - Manual 28 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11d1-m28-redline.ashx,10.5.2017,10.11.2017,PDF
Market Implementation Committee,Item 11D2 - Executive Summary M-28 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11d2-executive-summary-m28-ferc-order-825.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11E1 - M29 Redline  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11e1-m29-redline.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11E2 - Executive Summary M-29 - FERC Order 825  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11e2-executive-summary-m29-ferc-order-825.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 11 - Manual Revisions for 5 Minute Settlements  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-11-manual-revisions-for-5-minute-settlements.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 12 - IMM Interface Prining Point Alignment  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-12-imm-interface-pricing-point-alignment.ashx,10.11.2017,10.11.2017,PDF
Market Implementation Committee,Item 13 - IMM Education - Transmission Penalty Factors  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-13-imm-education-transmission-penalty-factors.ashx,10.4.2017,10.11.2017,PDF
Market Implementation Committee,Item 14B - Balancing Ratio & PAH - Issue Charge  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-14a-balancing-ratio-and-pah-issue-charge.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 14A - Balancing Ratio & PAH - Problem Statement  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-14a-balancing-ratio-and-pah-problem-statement.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 15 - MIC Interregional Coordination Update  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-15-mic-interregional-coordination-update.ashx,10.5.2017,10.11.2017,PDF
Market Implementation Committee,Item 16A - Ohio Valley Electric Corporation - PJM Stakeholder Presentation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16a-ohio-valley-electric-corporation-pjm-stakeholder-presentation.ashx,10.26.2017,10.11.2017,PDF
Market Implementation Committee,Item 16B - Revisions OA Schedule 1 - Section 7.4 (from ID 2568 Clean Up Filing to be Submitted)  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16b-revisions-oa-schedule-1-section-7-4-from-id-2568-clean-up-filing-to-be-submitted.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16C - Revisions OA Schedule 1 - Section 3.2 (from ID 2611 with Pending Language Italicized)  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16c-revisions-oa-schedule-1-section-3-2-from-id-2611-with-pending-language-italicized.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16D - OATT Attachment J  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16d-oatt-attachment-j.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16E - OATT Attachment K - Appendix Section 3.2 (from ID 2611 with All Pending Language Italicized)  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16e-oatt-attachment-k-appendix-section-3-2-from-id-2611-with-all-pending-language-italicized.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16F - OATT Attachment K - Appendix Section 7.4 (from ID 2568 Clean Up to Submitted)  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16f-oatt-attachment-k-appendix-section-7-4-from-id-2568-clean-up-to-submitted.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16G - OATT Attachment L  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16g-oatt-attachment-l.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16H - RAA Schedule 10.1  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16h-raa-schedule-10-1.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16I - RAA Schedule 15  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16i-raa-schedule-15.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16J - RAA Schedule 17  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16j-raa-schedule-17.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16K - OATT Attachment DD - Section 5.10 (from ID 2611 with Pending Italicized)  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16k-oatt-attachment-dd-section-5-10-from-id-2611-with-pending-italicized.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Item 16L - OATT Attachment C-4  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171011/20171011-item-16l-oatt-attachment-c-4.ashx,10.10.2017,10.11.2017,PDF
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171002-special/20171002-agenda.ashx,9.29.2017,10.2.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20171002-special/20171002-agenda-doc.ashx,9.29.2017,10.2.2017,DOC
Market Implementation Committee,Item 2 - Draft Minutes - 9.18.2017  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171002-special/20171002-item-02-draft-minutes-20170918.ashx,9.28.2017,10.2.2017,PDF
Market Implementation Committee,Item 5 - PJM Straw Proposal for DER in the Energy Market  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171002-special/20171002-item-05-pjm-straw-proposal-for-der-in-energy-market.ashx,9.29.2017,10.2.2017,PDF
Market Implementation Committee,Item 6 - PJM Straw Proposal for DER Ruleset & Aggregation  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20171002-special/20171002-item-06-pjm-straw-proposal-for-der-ruleset-and-aggregation.ashx,9.29.2017,10.2.2017,PDF
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20170920-special/20170920-agenda.ashx,9.15.2017,9.20.2017,PDF
Market Implementation Committee,Agenda  DOC,https://www.pjm.com/-/media/committees-groups/committees/mic/20170920-special/20170920-agenda-doc.ashx,9.15.2017,9.20.2017,DOC
Market Implementation Committee,Item 2 - VOM Template  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20170920-special/20170920-item-02-vom-template.ashx,9.20.2017,9.20.2017,XLS
Market Implementation Committee,Item 3 - VOM Matrix  XLS,https://www.pjm.com/-/media/committees-groups/committees/mic/20170920-special/20170920-item-03-vom-matrix.ashx,9.15.2017,9.20.2017,XLS
Market Implementation Committee,Agenda  PDF,https://www.pjm.com/-/media/committees-groups/committees/mic/20170918-special/20170918-agenda.ashx,9.13.2017,9.18.2017,PDF
